facility_id,month_year,reference_number,manufacturer_catalog_number,vendor_name,tae_spend,tae_units
805555,2024-11,11329175,63323082474,"FRESENIUS KABI USA, LLC",179.1,3.0
CA2673,2024-10,420668090,65219038910,"FRESENIUS KABI USA, LLC",4431.0,30.0
635761,2025-11,11756377,63323087074,"MEDLINE INDUSTRIES, LP",226.72,8.0
714817,2024-10,420586437,65219011810,"FRESENIUS KABI USA, LLC",1778.4,18.0
KY0111,2025-07,420586440,65219014410,"MEDLINE INDUSTRIES, LP",167.5,5.0
TX0355,2024-11,11329177,63323082476,"FRESENIUS KABI USA, LLC",23.5,1.0
TX0156,2025-10,11756373,63323086910,"MEDLINE INDUSTRIES, LP",282.0,10.0
799963,2024-11,420586437,65219011810,"FRESENIUS KABI, LLC",33.5,1.0
643795,2025-02,11319852,63323062600,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",98.39,1.0
714819,2025-11,421023672,65219045660,"FRESENIUS KABI USA, LLC",95.4,1.0
NC0084,2025-08,11329177,63323082476,"FRESENIUS KABI USA, LLC",69.0,3.0
TX0156,2025-10,421183299,506030,"MEDLINE INDUSTRIES, LP",2366.98,64.0
TX0226,2025-03,11319858,63323062610,"FRESENIUS KABI USA, LLC",780.0,30.0
714817,2025-11,11319858,63323062610,"FRESENIUS KABI USA, LLC",40.0,2.0
843887,2025-10,10907278,63323017876,"MEDLINE INDUSTRIES, LP",60.3,2.0
NC0071,2025-09,11329176,63323082475,"FRESENIUS KABI USA, LLC",82.0,2.0
TX0034,2024-10,10907278,63323017876,"FRESENIUS KABI USA, LLC",31.0,1.0
KY0059,2025-07,421084611,65219046660,"MEDLINE INDUSTRIES, LP",1350.0,15.0
FL2221,2025-03,421023672,65219045660,"FRESENIUS KABI, LLC",3024.0,35.0
701379,2025-03,10907278,63323017876,"FRESENIUS KABI, LLC",27.0,1.0
FL2221,2025-05,11329176,63323082475,"FRESENIUS KABI, LLC",840.0,20.0
714757,2025-12,421183299,506030,"FRESENIUS KABI USA, LLC",29697.6,807.0
799963,2024-10,420586439,65219014210,"FRESENIUS KABI, LLC",691.6,7.0
KY0111,2025-12,421064697,65219045830,"MEDLINE INDUSTRIES, LP",49.5,1.0
714817,2025-01,420586437,65219011810,"FRESENIUS KABI USA, LLC",9880.0,100.0
714757,2025-11,420586437,65219011810,"FRESENIUS KABI USA, LLC",134.0,4.0
714817,2025-12,421084611,65219046660,"FRESENIUS KABI USA, LLC",540.0,6.0
TX2425,2025-11,421064701,65219046020,"MEDLINE INDUSTRIES, LP",217.08,6.0
KY0111,2025-06,421084611,65219046660,"MEDLINE INDUSTRIES, LP",270.0,3.0
TX0156,2025-09,421183301,416410,"FRESENIUS KABI, LLC",247.2,12.0
742134,2025-03,11756377,63323087074,HOSPITALS SERVICES EXPENSES,183.5,50.0
TX0156,2025-02,11756373,63323086910,"FRESENIUS KABI, LLC",310.2,11.0
KY0059,2025-08,421084611,65219046660,"MEDLINE INDUSTRIES, LP",3060.0,34.0
NC0071,2025-06,11756376,63323087010,"FRESENIUS KABI USA, LLC",282.0,5.0
FL2221,2024-10,11756377,63323087074,"FRESENIUS KABI, LLC",987.0,47.0
TX2003,2025-01,421064697,65219045830,"FRESENIUS KABI USA, LLC",238.8,4.0
714817,2025-10,11319858,63323062610,"FRESENIUS KABI USA, LLC",20.0,1.0
NC0084,2025-10,421183300,499030,"FRESENIUS KABI USA, LLC",136.0,4.0
KY0026,2025-10,12233541,63323068610,"MEDLINE INDUSTRIES, LP",160.8,4.0
657849,2024-11,420668090,65219038910,"FRESENIUS KABI, LLC",295.4,2.0
AA6530,2025-07,421183299,506030,"FRESENIUS KABI USA, LLC",349.6,10.0
TX0058,2025-03,11329177,63323082476,"FRESENIUS KABI USA, LLC",179.4,6.0
KY0026,2025-11,421023672,65219045660,"MEDLINE INDUSTRIES, LP",190.8,2.0
KY0026,2025-06,11319858,63323062610,"MEDLINE INDUSTRIES, LP",78.57,1.0
NC0084,2025-10,11319858,63323062610,"FRESENIUS KABI USA, LLC",160.0,8.0
623514,2025-04,11380572,63323053075,AMERISOURCEBERGEN DRUG CORPORATION,46.2,1.0
NC0071,2025-02,420586438,65219011910,"FRESENIUS KABI USA, LLC",40.2,1.0
TX0156,2025-02,11319858,63323062610,"FRESENIUS KABI, LLC",260.0,13.0
NC0071,2025-07,11329175,63323082474,"FRESENIUS KABI USA, LLC",58.5,1.0
FL2221,2025-03,11319858,63323062610,"FRESENIUS KABI, LLC",1527.5,65.0
777284,2025-11,421183299,506030,"MEDLINE INDUSTRIES, LP",591.74,16.0
765013,2024-11,420586437,65219011810,"FRESENIUS KABI, LLC",395.2,4.0
635761,2025-11,421064697,65219045830,"MEDLINE INDUSTRIES, LP",397.98,8.0
781795,2025-10,420586440,65219014410,"MEDLINE INDUSTRIES, LP",402.0,12.0
KY0074,2025-01,11756378,63323087310,"FRESENIUS KABI USA, LLC",28.1,1.0
MN2016,2024-03,11756378,63323087310,BAXTER HEALTHCARE CORPORATION,48.04,2.0
TX0156,2025-12,11380572,63323053075,"MEDLINE INDUSTRIES, LP",119.39,3.0
DE0011,2024-10,11756374,63323086974,"FRESENIUS KABI USA, LLC",504.0,12.0
AU3639,2024-04,11756378,63323087310,UNKNOWN,24.0,1.0
FL2221,2025-02,420586437,65219011810,"FRESENIUS KABI, LLC",304.0,10.0
WA2013,2025-01,11329177,63323082476,"FRESENIUS KABI USA, LLC",648.0,10.0
NY0025,2024-06,11380572,63323053075,BERGEN BRUNSWIG DRUG COMPANY,46.2,1.0
OH2004,2025-07,10907278,63323017876,"FRESENIUS KABI, LLC",120.0,4.0
FL2221,2024-10,11329175,63323082474,"FRESENIUS KABI, LLC",298.5,5.0
OH2004,2025-08,11319858,63323062610,"FRESENIUS KABI, LLC",300.0,15.0
KY0026,2025-01,420586437,65219011810,"FRESENIUS KABI USA, LLC",197.6,2.0
745175,2024-05,11756378,63323087310,BAXTER HEALTHCARE CORPORATION,68.97,3.0
KY0074,2024-12,11756378,63323087310,"FRESENIUS KABI USA, LLC",112.4,4.0
FL2221,2025-04,420586442,65219014810,"FRESENIUS KABI, LLC",512.1,13.0
NC0084,2025-02,10907278,63323017876,"FRESENIUS KABI USA, LLC",31.4,1.0
TX0058,2024-07,12233537,63323066910,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",44.47,1.0
NC0084,2025-12,421023672,65219045660,"FRESENIUS KABI USA, LLC",95.4,1.0
714816,2025-08,11319858,63323062610,"FRESENIUS KABI USA, LLC",20.0,1.0
631298,2025-04,11329176,63323082475,"MEDLINE INDUSTRIES, LP",220.0,4.0
KY0059,2025-10,420586442,65219014810,"MEDLINE INDUSTRIES, LP",41.7,1.0
TX2006,2025-05,11319852,63323062600,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",98.39,1.0
FL2221,2025-05,421183299,506030,"FRESENIUS KABI, LLC",7516.4,215.0
KY0084,2025-12,420586437,65219011810,"MEDLINE INDUSTRIES, LP",134.0,4.0
714819,2025-11,12121078,65219000601,"FRESENIUS KABI USA, LLC",172.0,1.0
NC0071,2025-12,11329177,63323082476,"FRESENIUS KABI USA, LLC",46.0,2.0
714819,2025-12,11756373,63323086910,"FRESENIUS KABI USA, LLC",112.8,4.0
FL2221,2024-10,420586437,65219011810,"FRESENIUS KABI, LLC",846.9,9.0
FL2221,2025-02,11319858,63323062610,"FRESENIUS KABI, LLC",2068.0,88.0
OH2004,2025-09,421183301,416410,"FRESENIUS KABI, LLC",267.8,13.0
631298,2025-02,11380572,63323053075,"FRESENIUS KABI USA, LLC",143.14,2.0
714819,2025-07,11756377,63323087074,"FRESENIUS KABI USA, LLC",56.4,2.0
NC0068,2025-10,421183301,416410,"FRESENIUS KABI USA, LLC",103.0,5.0
714757,2025-12,11756378,63323087310,"FRESENIUS KABI USA, LLC",141.0,5.0
KY0203,2025-12,421064701,65219046020,"MEDLINE INDUSTRIES, LP",202.16,4.0
FL2221,2025-01,11319858,63323062610,"FRESENIUS KABI, LLC",1386.5,59.0
FL2221,2025-03,421064701,65219046020,"FRESENIUS KABI, LLC",194.4,6.0
821414,2024-10,420668090,65219038910,"FRESENIUS KABI, LLC",147.7,1.0
OH2004,2025-07,11319858,63323062610,"FRESENIUS KABI, LLC",260.0,13.0
TX2425,2025-11,420668090,65219038910,"MEDLINE INDUSTRIES, LP",582.9,20.0
KY0074,2024-10,421079338,65219047720,"FRESENIUS KABI USA, LLC",680.4,14.0
799963,2024-10,420586438,65219011910,"FRESENIUS KABI, LLC",1086.8,11.0
635761,2025-10,421064697,65219045830,"MEDLINE INDUSTRIES, LP",198.99,4.0
MD0002,2025-09,11329176,63323082475,"MEDLINE INDUSTRIES, LP",223.79999999999998,6.0
KY0118,2025-07,421183301,416410,"MEDLINE INDUSTRIES, LP",41.2,2.0
TX0156,2025-12,11329175,63323082474,"MEDLINE INDUSTRIES, LP",58.79,1.0
KY0026,2025-08,420586442,65219014810,"MEDLINE INDUSTRIES, LP",41.7,1.0
781795,2025-06,421084611,65219046660,"MEDLINE INDUSTRIES, LP",1080.0,12.0
NC0071,2025-10,11329177,63323082476,"FRESENIUS KABI USA, LLC",46.0,2.0
714817,2024-10,420586442,65219014810,"FRESENIUS KABI USA, LLC",494.0,5.0
714819,2025-12,421064701,65219046020,"FRESENIUS KABI USA, LLC",36.0,1.0
714757,2025-02,421079338,65219047720,"FRESENIUS KABI USA, LLC",4200.0,75.0
TX0156,2025-12,420586440,65219014410,"MEDLINE INDUSTRIES, LP",134.67,4.0
714757,2025-07,11756373,63323086910,"FRESENIUS KABI USA, LLC",2622.6,93.0
KY0059,2025-09,420586442,65219014810,"MEDLINE INDUSTRIES, LP",41.7,1.0
TX0024,2025-12,421064701,65219046020,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",44.31,1.0
TX0104,2025-01,11756373,63323086910,"FRESENIUS KABI USA, LLC",282.0,10.0
714817,2025-06,421183301,416410,"FRESENIUS KABI USA, LLC",741.6,36.0
622667,2025-03,11756373,63323086910,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",50.38,2.0
TX2425,2025-12,420668090,65219038910,"MEDLINE INDUSTRIES, LP",1253.09,43.0
KY0026,2025-07,421023672,65219045660,"MEDLINE INDUSTRIES, LP",95.4,1.0
799963,2025-01,11319858,63323062610,"FRESENIUS KABI, LLC",163.8,7.0
668178,2024-11,420586440,65219014410,"FRESENIUS KABI USA, LLC",121.4,2.0
NC0068,2025-11,421084611,65219046660,"FRESENIUS KABI USA, LLC",90.0,1.0
KY0074,2024-10,12163959,65219024050,"FRESENIUS KABI USA, LLC",173.2,2.0
OH2004,2025-03,421084611,65219046660,"FRESENIUS KABI, LLC",720.0,8.0
714817,2025-11,421023672,65219045660,"FRESENIUS KABI USA, LLC",95.4,1.0
FL2221,2025-02,11756373,63323086910,"FRESENIUS KABI, LLC",1974.0,70.0
KY0059,2025-09,421183301,416410,"MEDLINE INDUSTRIES, LP",123.60000000000001,6.0
635761,2025-10,421183300,499030,"MEDLINE INDUSTRIES, LP",136.68,4.0
799963,2024-10,12187705,65219022010,"FRESENIUS KABI, LLC",12960.0,80.0
KY0111,2025-10,421064699,65219046450,"MEDLINE INDUSTRIES, LP",238.5,3.0
FL2221,2025-06,421023672,65219045660,"FRESENIUS KABI, LLC",691.2,8.0
781795,2025-10,11319858,63323062610,"MEDLINE INDUSTRIES, LP",100.0,5.0
714817,2025-11,421084611,65219046660,"FRESENIUS KABI USA, LLC",810.0,9.0
714817,2025-09,421079338,65219047720,"FRESENIUS KABI USA, LLC",482.0,10.0
KY0203,2025-10,421084611,65219046660,"MEDLINE INDUSTRIES, LP",850.59,8.0
FL2221,2025-04,421064697,65219045830,"FRESENIUS KABI, LLC",4291.2,96.0
714757,2025-06,421023672,65219045660,"FRESENIUS KABI USA, LLC",763.2,8.0
NC0068,2025-10,12163985,65219022450,"FRESENIUS KABI USA, LLC",34.8,1.0
MN5050,2024-10,420668090,65219038910,UNKNOWN,2814.0,20.0
AA6913,2025-03,11756378,63323087310,"FRESENIUS KABI, LLC",84.6,3.0
KY0084,2025-10,11329175,63323082474,"MEDLINE INDUSTRIES, LP",58.5,1.0
714814,2025-07,420586442,65219014810,"FRESENIUS KABI USA, LLC",83.4,2.0
TX0156,2025-12,11756373,63323086910,"MEDLINE INDUSTRIES, LP",623.4799999999999,22.0
TX0134,2025-11,420668090,65219038910,"MEDLINE INDUSTRIES, LP",378.89,13.0
701379,2024-12,12163983,65219022225,"FRESENIUS KABI, LLC",331.2,3.0
668178,2025-03,12121078,65219000601,"FRESENIUS KABI USA, LLC",1720.0,10.0
714817,2024-10,12233541,63323068610,"FRESENIUS KABI USA, LLC",511.0,14.0
714817,2025-01,12233543,63323068810,"FRESENIUS KABI USA, LLC",3262.5,75.0
AV1530,2025-06,10907278,63323017876,"FRESENIUS KABI, LLC",30.0,1.0
FL2221,2025-05,421183300,499030,"FRESENIUS KABI, LLC",420.16,13.0
799963,2024-12,11329177,63323082476,"FRESENIUS KABI, LLC",819.0,35.0
TX2003,2025-05,11319858,63323062610,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",49.82,2.0
FL2221,2025-05,421079338,65219047720,"FRESENIUS KABI, LLC",116.39999999999999,3.0
765013,2024-12,421079338,65219047720,"FRESENIUS KABI, LLC",429.6,12.0
TX0156,2025-12,12121082,65219001001,"MEDLINE INDUSTRIES, LP",518.58,3.0
701379,2025-02,12163985,65219022450,"FRESENIUS KABI, LLC",63.2,2.0
643795,2025-02,11756373,63323086910,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",137.72,4.0
TX2006,2024-01,11319852,63323062600,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",96.2,1.0
AA3089,2024-10,12163983,65219022225,"FRESENIUS KABI USA, LLC",10886.4,192.0
AA3089,2024-10,12163985,65219022450,"FRESENIUS KABI USA, LLC",10221.2,253.0
KY0026,2025-01,10907278,63323017876,"FRESENIUS KABI USA, LLC",62.4,2.0
668178,2024-11,11756373,63323086910,"FRESENIUS KABI USA, LLC",141.0,5.0
TX0156,2025-11,12121078,65219000601,"MEDLINE INDUSTRIES, LP",691.44,4.0
797303,2024-10,12163985,65219022450,"FRESENIUS KABI USA, LLC",1039.2,12.0
799963,2024-12,12233537,63323066910,"FRESENIUS KABI, LLC",511.0,14.0
NY0025,2024-06,11380572,63323053075,AMERISOURCEBERGEN DRUG CORPORATION,508.2,11.0
SC0047,2024-10,11329176,63323082475,"FRESENIUS KABI USA, LLC",250.0,250.0
TX0156,2025-12,420668090,65219038910,"MEDLINE INDUSTRIES, LP",874.36,30.0
TX0226,2025-03,11380572,63323053075,"FRESENIUS KABI USA, LLC",164.4,3.0
668178,2024-12,11329175,63323082474,"FRESENIUS KABI USA, LLC",179.1,3.0
605386,2025-11,10907278,63323017876,"FRESENIUS USA MARKETING, INC. DBA FRESENIUS MEDICAL CARE NORTH AMERICA",31.4,1.0
714819,2025-10,421183301,416410,"FRESENIUS KABI USA, LLC",41.2,2.0
714817,2024-10,11329175,63323082474,"FRESENIUS KABI USA, LLC",835.8000000000001,14.0
OH2004,2025-06,11756378,63323087310,"FRESENIUS KABI, LLC",56.4,2.0
MD0002,2025-12,11319858,63323062610,"MEDLINE INDUSTRIES, LP",72.56,4.0
KY0111,2025-12,11329175,63323082474,"MEDLINE INDUSTRIES, LP",58.5,1.0
TX2425,2025-11,421183301,416410,"MEDLINE INDUSTRIES, LP",124.22,6.0
OH2004,2025-07,11380572,63323053075,"FRESENIUS KABI, LLC",39.6,1.0
TX2006,2025-02,11756373,63323086910,"FRESENIUS KABI USA, LLC",564.0,20.0
FL2221,2025-07,421079337,65219047530,"FRESENIUS KABI, LLC",55.5,1.0
KY0084,2025-12,421183301,416410,"MEDLINE INDUSTRIES, LP",82.4,4.0
635761,2025-11,421064701,65219046020,"MEDLINE INDUSTRIES, LP",144.72,4.0
OH2004,2025-08,421064701,65219046020,"FRESENIUS KABI, LLC",108.0,3.0
KY0026,2025-10,420586437,65219011810,"MEDLINE INDUSTRIES, LP",67.0,2.0
KY0111,2025-07,420586437,65219011810,"MEDLINE INDUSTRIES, LP",33.5,1.0
KY0084,2025-07,11319858,63323062610,"MEDLINE INDUSTRIES, LP",40.0,2.0
KY0203,2024-10,12233541,63323068610,"FRESENIUS KABI USA, LLC",10.0,1.0
MN2016,2024-11,11756378,63323087310,BAXTER HEALTHCARE CORPORATION,24.02,1.0
635761,2025-11,420586437,65219011810,"MEDLINE INDUSTRIES, LP",134.67,4.0
781795,2025-10,421084611,65219046660,"MEDLINE INDUSTRIES, LP",360.0,4.0
AU3639,2025-05,11756378,63323087310,UNKNOWN,198.0,8.0
661860,2025-01,12233539,63323068310,"FRESENIUS KABI USA, LLC",73.0,2.0
OH2004,2025-10,421183299,506030,"FRESENIUS KABI, LLC",4305.599999999999,117.0
KY0059,2025-06,421064701,65219046020,"MEDLINE INDUSTRIES, LP",456.96,6.0
685181,2025-01,420586440,65219014410,"FRESENIUS KABI, LLC",1214.0,20.0
805555,2025-04,11756373,63323086910,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",447.59000000000003,13.0
NC0084,2025-12,11329176,63323082475,"FRESENIUS KABI USA, LLC",41.0,1.0
TX2005,2024-11,11319858,63323062610,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",56.82,2.0
799963,2024-12,420668090,65219038910,"FRESENIUS KABI, LLC",14770.0,100.0
714814,2025-11,421183301,416410,"FRESENIUS KABI USA, LLC",123.6,6.0
KY0074,2024-11,11329175,63323082474,"FRESENIUS KABI USA, LLC",247.2,4.0
799963,2024-12,421079338,65219047720,"FRESENIUS KABI, LLC",13380.0,150.0
635761,2025-12,12233539,63323068310,"MEDLINE INDUSTRIES, LP",80.72,2.0
661860,2025-01,421064697,65219045830,"FRESENIUS KABI USA, LLC",238.8,4.0
714817,2025-09,11329175,63323082474,"FRESENIUS KABI USA, LLC",58.5,1.0
799963,2024-10,420586442,65219014810,"FRESENIUS KABI, LLC",1086.8,11.0
799963,2024-10,12163959,65219024050,"FRESENIUS KABI, LLC",86264.0,220.0
TX0226,2025-04,11756373,63323086910,"FRESENIUS KABI USA, LLC",734.0,20.0
TX0156,2025-11,11756377,63323087074,"MEDLINE INDUSTRIES, LP",283.41,10.0
668178,2024-02,11319859,63323062625,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",217.20000000000002,3.0
KY0074,2024-10,420586452,65219038905,"FRESENIUS KABI USA, LLC",4611.2,16.0
805555,2024-12,421079338,65219047720,"FRESENIUS KABI USA, LLC",2440.0,50.0
714817,2025-06,421084611,65219046660,"FRESENIUS KABI USA, LLC",180.0,2.0
NC0084,2025-10,11756377,63323087074,"FRESENIUS KABI USA, LLC",338.4,12.0
MD0002,2025-04,420586437,65219011810,"FRESENIUS KABI USA, LLC",121.6,4.0
TX0525,2025-05,420586438,65219011910,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",98.39,1.0
714817,2025-12,12121078,65219000601,"FRESENIUS KABI USA, LLC",1548.0,9.0
714757,2025-07,11319858,63323062610,"FRESENIUS KABI USA, LLC",860.0,43.0
765013,2024-11,10907278,63323017876,"FRESENIUS KABI, LLC",28.5,1.0
714816,2025-11,11756373,63323086910,"FRESENIUS KABI USA, LLC",28.2,1.0
799963,2024-11,11380572,63323053075,"FRESENIUS KABI, LLC",1045.0,25.0
TX0156,2025-11,11319858,63323062610,"MEDLINE INDUSTRIES, LP",582.9,29.0
799963,2024-10,11319858,63323062610,"FRESENIUS KABI, LLC",2831.4,121.0
742134,2025-04,11756377,63323087074,HOSPITALS SERVICES EXPENSES,110.10000000000001,30.0
OH2004,2025-11,10907278,63323017876,"FRESENIUS KABI, LLC",210.0,7.0
714757,2025-12,421084611,65219046660,"FRESENIUS KABI USA, LLC",5580.0,62.0
TX0226,2025-01,11319858,63323062610,"FRESENIUS KABI USA, LLC",1316.0,56.0
KY0203,2025-09,421064701,65219046020,"MEDLINE INDUSTRIES, LP",144.0,4.0
OH2004,2025-08,11756373,63323086910,"FRESENIUS KABI, LLC",705.0,25.0
KY0059,2025-11,420586437,65219011810,"MEDLINE INDUSTRIES, LP",67.0,2.0
NC0071,2025-11,10907278,63323017876,"FRESENIUS KABI USA, LLC",90.0,3.0
714818,2025-09,11756378,63323087310,"FRESENIUS KABI USA, LLC",28.2,1.0
FL2221,2025-06,421064701,65219046020,"FRESENIUS KABI, LLC",777.6,24.0
KY0203,2025-09,421064697,65219045830,"MEDLINE INDUSTRIES, LP",495.0,10.0
714817,2025-12,11756378,63323087310,"FRESENIUS KABI USA, LLC",28.2,1.0
TX0226,2025-01,11756377,63323087074,"FRESENIUS KABI USA, LLC",840.0,40.0
643795,2024-01,11319852,63323062600,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",96.2,1.0
NC0071,2025-11,11756373,63323086910,"FRESENIUS KABI USA, LLC",112.8,4.0
714817,2025-12,11329177,63323082476,"FRESENIUS KABI USA, LLC",46.0,2.0
843887,2025-12,12121078,65219000601,"MEDLINE INDUSTRIES, LP",345.38,2.0
TX0156,2025-11,11380572,63323053075,"MEDLINE INDUSTRIES, LP",79.6,2.0
KY0111,2025-09,11319858,63323062610,"MEDLINE INDUSTRIES, LP",40.0,2.0
MD0002,2025-03,11756374,63323086974,"FRESENIUS KABI USA, LLC",151.2,4.0
KY0074,2024-11,420586440,65219014410,"FRESENIUS KABI USA, LLC",1942.4,32.0
KY0026,2025-12,420586440,65219014410,"MEDLINE INDUSTRIES, LP",435.5,13.0
NC0084,2025-06,11329177,63323082476,"FRESENIUS KABI USA, LLC",46.0,2.0
714757,2025-07,421064699,65219046450,"FRESENIUS KABI USA, LLC",1749.0,22.0
KY0026,2025-08,421183301,416410,"MEDLINE INDUSTRIES, LP",185.4,9.0
MD0002,2025-07,421183299,506030,"MEDLINE INDUSTRIES, LP",951.48,27.0
TX0134,2025-12,421183299,506030,"MEDLINE INDUSTRIES, LP",4252.0599999999995,115.0
TX2425,2025-12,421064701,65219046020,"MEDLINE INDUSTRIES, LP",144.72,4.0
KY0026,2025-11,12233543,63323068810,"MEDLINE INDUSTRIES, LP",40.2,1.0
FL2221,2025-01,421064699,65219046450,"FRESENIUS KABI, LLC",795.0,10.0
NC0071,2025-08,11329176,63323082475,"FRESENIUS KABI USA, LLC",41.0,1.0
KY0118,2025-09,421084611,65219046660,"MEDLINE INDUSTRIES, LP",1170.0,13.0
MD0002,2025-10,421183299,506030,"MEDLINE INDUSTRIES, LP",704.8,20.0
AA6530,2024-12,11319858,63323062610,"FRESENIUS KABI USA, LLC",54.0,3.0
KY0026,2025-08,12233543,63323068810,"MEDLINE INDUSTRIES, LP",40.2,1.0
FL2221,2025-03,11756377,63323087074,"FRESENIUS KABI, LLC",4116.0,196.0
714814,2025-06,421064697,65219045830,"FRESENIUS KABI USA, LLC",49.5,1.0
KY0111,2025-07,421064701,65219046020,"MEDLINE INDUSTRIES, LP",36.0,1.0
613324,2025-05,421079338,65219047720,"FRESENIUS KABI, LLC",116.4,3.0
FL2221,2025-04,11319858,63323062610,"FRESENIUS KABI, LLC",1474.5,70.0
714817,2024-10,11756376,63323087010,"FRESENIUS KABI USA, LLC",225.6,4.0
TX0156,2025-09,11756377,63323087074,"FRESENIUS KABI, LLC",564.0,20.0
AA3089,2024-10,420668090,65219038910,"FRESENIUS KABI USA, LLC",397.0,10.0
TN0204,2024-03,11756377,63323087074,AMERISOURCEBERGEN DRUG CORPORATION,57.12,3.0
OH2004,2025-06,421064697,65219045830,"FRESENIUS KABI, LLC",643.5,13.0
797303,2024-10,12187703,65219021850,"FRESENIUS KABI USA, LLC",2898.0,15.0
TX0355,2025-10,420586439,65219014210,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",97.88,1.0
NC0068,2025-11,11756373,63323086910,"FRESENIUS KABI USA, LLC",56.4,2.0
714818,2025-07,11319858,63323062610,"FRESENIUS KABI USA, LLC",20.0,1.0
NC0071,2025-10,421183301,416410,"FRESENIUS KABI USA, LLC",185.39999999999998,9.0
OH2004,2025-07,11756373,63323086910,"FRESENIUS KABI, LLC",592.2,21.0
799963,2024-11,12233539,63323068310,"FRESENIUS KABI, LLC",401.5,11.0
NC0084,2025-11,421183301,416410,"FRESENIUS KABI USA, LLC",164.8,8.0
TX0156,2025-01,11319858,63323062610,"FRESENIUS KABI, LLC",100.0,5.0
843887,2025-12,11756373,63323086910,"MEDLINE INDUSTRIES, LP",28.34,1.0
KY0026,2025-09,12233541,63323068610,"MEDLINE INDUSTRIES, LP",40.2,1.0
KY0026,2025-03,420586437,65219011810,"FRESENIUS KABI USA, LLC",91.8,2.0
KY0111,2025-07,12233541,63323068610,"MEDLINE INDUSTRIES, LP",160.8,4.0
KY0084,2025-09,420586440,65219014410,"MEDLINE INDUSTRIES, LP",469.0,14.0
FL2221,2025-01,11329177,63323082476,"FRESENIUS KABI, LLC",188.0,8.0
OH2004,2025-05,421084611,65219046660,"FRESENIUS KABI, LLC",1170.0,13.0
781795,2025-06,421183301,416410,"MEDLINE INDUSTRIES, LP",103.0,5.0
714816,2025-12,11756377,63323087074,"FRESENIUS KABI USA, LLC",28.2,1.0
KY0118,2025-12,421084611,65219046660,"MEDLINE INDUSTRIES, LP",360.0,4.0
KY0059,2025-11,420586439,65219014210,"MEDLINE INDUSTRIES, LP",37.9,1.0
KY0111,2025-08,421064699,65219046450,"MEDLINE INDUSTRIES, LP",79.5,1.0
AZ2090,2024-10,12163983,65219022225,"FRESENIUS KABI USA, LLC",450.0,30.0
NC0071,2025-09,421079338,65219047720,"FRESENIUS KABI USA, LLC",172.0,4.0
843887,2025-10,421084611,65219046660,"MEDLINE INDUSTRIES, LP",180.9,2.0
799963,2024-10,420668090,65219038910,"FRESENIUS KABI, LLC",116762.4,1112.0
NC0071,2025-07,421079338,65219047720,"FRESENIUS KABI USA, LLC",86.0,2.0
TX0058,2025-04,421064701,65219046020,"FRESENIUS KABI USA, LLC",280.8,6.0
TX0024,2025-04,11756373,63323086910,"FRESENIUS KABI USA, LLC",367.0,10.0
714757,2025-06,420586440,65219014410,"FRESENIUS KABI USA, LLC",10217.5,305.0
714817,2025-08,11329177,63323082476,"FRESENIUS KABI USA, LLC",933.8,40.0
799963,2024-11,420586452,65219038905,"FRESENIUS KABI, LLC",5764.0,20.0
KY0059,2025-11,420586440,65219014410,"MEDLINE INDUSTRIES, LP",234.5,7.0
KY0118,2025-10,421064701,65219046020,"MEDLINE INDUSTRIES, LP",144.0,4.0
AA3089,2024-10,11319859,63323062625,"FRESENIUS KABI USA, LLC",528.0,8.0
TX0134,2025-12,421064701,65219046020,"MEDLINE INDUSTRIES, LP",72.36,2.0
TX2005,2025-04,11380572,63323053075,"FRESENIUS KABI USA, LLC",219.2,4.0
MD0002,2025-07,11756376,63323087010,"MEDLINE INDUSTRIES, LP",307.26,6.0
KY0111,2025-09,12233537,63323066910,"MEDLINE INDUSTRIES, LP",123.60000000000001,3.0
NC0084,2025-07,421084611,65219046660,"FRESENIUS KABI USA, LLC",270.0,3.0
AA6530,2025-12,11329177,63323082476,"MEDLINE INDUSTRIES, LP",83.48,4.0
843887,2025-11,421183301,416410,"MEDLINE INDUSTRIES, LP",20.7,1.0
